name,type,value,date
scott_wu,United States,2841,2015/12/02
Merkurev,Russia,2839,2015/12/02
qwerty787788,Ukraine,2824,2015/12/02
ecnerwala,United States,2810,2015/12/02
tourist,Belarus,3374,2015/12/10
wxhtxdy,China,3098,2015/12/10
rng_58,Japan,3076,2015/12/10
Petr,Russia,2960,2015/12/10
Um_nik,Unknown,2886,2015/12/10
Endagorion,Russia,2865,2015/12/10
mnbvmar,Poland,2842,2015/12/10
scott_wu,United States,2841,2015/12/10
Egor,Germany,2840,2015/12/10
Merkurev,Russia,2839,2015/12/10
tourist,Belarus,3374,2015/12/24
wxhtxdy,China,3122,2015/12/24
rng_58,Japan,3076,2015/12/24
Petr,Russia,2960,2015/12/24
Um_nik,Unknown,2953,2015/12/24
niyaznigmatul,Russia,2864,2015/12/24
mnbvmar,Poland,2842,2015/12/24
Egor,Germany,2840,2015/12/24
al13n,United States,2831,2015/12/24
PavelKunyavskiy,Russia,2803,2015/12/24
tourist,Belarus,3444,2015/12/31
rng_58,Japan,3115,2015/12/31
Petr,Russia,3070,2015/12/31
wxhtxdy,China,3000,2015/12/31
Egor,Germany,2958,2015/12/31
Um_nik,Unknown,2895,2015/12/31
niyaznigmatul,Russia,2864,2015/12/31
mnbvmar,Poland,2842,2015/12/31
PavelKunyavskiy,Russia,2803,2015/12/31
V--o_o--V,Russia,2790,2015/12/31
tourist,Belarus,3444,2016/01/15
rng_58,Japan,3115,2016/01/15
Petr,Russia,3107,2016/01/15
wxhtxdy,China,3000,2016/01/15
Um_nik,Unknown,2963,2016/01/15
Egor,Germany,2910,2016/01/15
TankEngineer,China,2903,2016/01/15
niyaznigmatul,Russia,2864,2016/01/15
mnbvmar,Poland,2842,2016/01/15
jcvb,China,2815,2016/01/15
tourist,Belarus,3444,2016/01/30
Petr,Russia,3166,2016/01/30
rng_58,Japan,3115,2016/01/30
Egor,Germany,3058,2016/01/30
Um_nik,Unknown,3035,2016/01/30
wxhtxdy,China,3000,2016/01/30
niyaznigmatul,Russia,2864,2016/01/30
mnbvmar,Poland,2842,2016/01/30
TankEngineer,China,2834,2016/01/30
jcvb,China,2815,2016/01/30
tourist,Belarus,3444,2016/02/05
Petr,Russia,3166,2016/02/05
rng_58,Japan,3115,2016/02/05
Egor,Germany,3057,2016/02/05
Um_nik,Unknown,3047,2016/02/05
wxhtxdy,China,3040,2016/02/05
PavelKunyavskiy,Russia,2923,2016/02/05
scott_wu,United States,2909,2016/02/05
niyaznigmatul,Russia,2864,2016/02/05
mnbvmar,Poland,2842,2016/02/05
tourist,Belarus,3373,2016/02/14
Petr,Russia,3292,2016/02/14
wxhtxdy,China,3148,2016/02/14
rng_58,Japan,3115,2016/02/14
Um_nik,Unknown,3060,2016/02/14
Egor,Germany,2926,2016/02/14
bmerry,South Africa,2919,2016/02/14
scott_wu,United States,2909,2016/02/14
RomaWhite,Ukraine,2897,2016/02/14
niyaznigmatul,Russia,2864,2016/02/14
tourist,Belarus,3444,2016/02/27
Petr,Russia,3292,2016/02/27
wxhtxdy,China,3183,2016/02/27
rng_58,Japan,3115,2016/02/27
Um_nik,Unknown,3041,2016/02/27
bmerry,South Africa,2919,2016/02/27
jcvb,China,2913,2016/02/27
scott_wu,United States,2909,2016/02/27
RomaWhite,Ukraine,2865,2016/02/27
niyaznigmatul,Russia,2864,2016/02/27
tourist,Belarus,3518,2016/02/29
Petr,Russia,3212,2016/02/29
wxhtxdy,China,3183,2016/02/29
rng_58,Japan,3115,2016/02/29
Egor,Germany,2961,2016/02/29
Um_nik,Unknown,2937,2016/02/29
scott_wu,United States,2909,2016/02/29
ikatanic,Croatia,2895,2016/02/29
jcvb,China,2892,2016/02/29
RomaWhite,Ukraine,2884,2016/02/29
tourist,Belarus,3582,2016/03/07
wxhtxdy,China,3250,2016/03/07
Petr,Russia,3212,2016/03/07
rng_58,Japan,3062,2016/03/07
jcvb,China,2998,2016/03/07
Egor,Germany,2961,2016/03/07
Um_nik,Unknown,2937,2016/03/07
scott_wu,United States,2909,2016/03/07
ikatanic,Croatia,2895,2016/03/07
RomaWhite,Ukraine,2884,2016/03/07
tourist,Belarus,3534,2016/03/19
wxhtxdy,China,3378,2016/03/19
Petr,Russia,3342,2016/03/19
rng_58,Japan,3102,2016/03/19
jcvb,China,3050,2016/03/19
Egor,Germany,2978,2016/03/19
ikatanic,Croatia,2941,2016/03/19
I_love_Tanya_Romanova,Ukraine,2937,2016/03/19
Um_nik,Unknown,2929,2016/03/19
scott_wu,United States,2909,2016/03/19
tourist,Belarus,3588,2016/03/29
wxhtxdy,China,3378,2016/03/29
Petr,Russia,3342,2016/03/29
rng_58,Japan,3102,2016/03/29
jcvb,China,3036,2016/03/29
Um_nik,Unknown,2994,2016/03/29
Egor,Germany,2978,2016/03/29
RomaWhite,Ukraine,2976,2016/03/29
dotorya,South Korea,2950,2016/03/29
scott_wu,United States,2909,2016/03/29
tourist,Belarus,3640,2016/04/16
wxhtxdy,China,3378,2016/04/16
Petr,Russia,3342,2016/04/16
rng_58,Japan,3102,2016/04/16
jcvb,China,3036,2016/04/16
RomaWhite,Ukraine,2976,2016/04/16
Egor,Germany,2972,2016/04/16
dotorya,South Korea,2950,2016/04/16
scott_wu,United States,2909,2016/04/16
PavelKunyavskiy,Russia,2899,2016/04/16
tourist,Belarus,3501,2016/04/25
wxhtxdy,China,3386,2016/04/25
Petr,Russia,3325,2016/04/25
rng_58,Japan,3102,2016/04/25
dotorya,South Korea,3014,2016/04/25
Egor,Germany,2972,2016/04/25
RomaWhite,Ukraine,2950,2016/04/25
jcvb,China,2915,2016/04/25
scott_wu,United States,2909,2016/04/25
Um_nik,Unknown,2907,2016/04/25
tourist,Belarus,3501,2016/04/30
Petr,Russia,3392,2016/04/30
wxhtxdy,China,3386,2016/04/30
rng_58,Japan,3102,2016/04/30
Egor,Germany,2972,2016/04/30
RomaWhite,Ukraine,2950,2016/04/30
TankEngineer,China,2916,2016/04/30
jcvb,China,2915,2016/04/30
dotorya,South Korea,2914,2016/04/30
scott_wu,United States,2909,2016/04/30
tourist,Belarus,3554,2016/05/08
Petr,Russia,3392,2016/05/08
wxhtxdy,China,3386,2016/05/08
rng_58,Japan,3102,2016/05/08
Egor,Germany,2972,2016/05/08
AlexDmitriev,Russia,2966,2016/05/08
ikatanic,Croatia,2964,2016/05/08
TankEngineer,China,2934,2016/05/08
LHiC,Russia,2927,2016/05/08
RomaWhite,Ukraine,2923,2016/05/08
tourist,Belarus,3554,2016/05/12
Petr,Russia,3392,2016/05/12
wxhtxdy,China,3240,2016/05/12
rng_58,Japan,3102,2016/05/12
jcvb,China,3008,2016/05/12
Egor,Germany,2972,2016/05/12
ikatanic,Croatia,2964,2016/05/12
Merkurev,Russia,2952,2016/05/12
TankEngineer,China,2934,2016/05/12
Um_nik,Unknown,2925,2016/05/12
tourist,Belarus,3554,2016/06/09
Petr,Russia,3465,2016/06/09
wxhtxdy,China,3240,2016/06/09
rng_58,Japan,3102,2016/06/09
jcvb,China,3067,2016/06/09
Egor,Germany,2972,2016/06/09
Merkurev,Russia,2953,2016/06/09
Um_nik,Unknown,2949,2016/06/09
TankEngineer,China,2934,2016/06/09
dotorya,South Korea,2914,2016/06/09
tourist,Belarus,3554,2016/06/24
Petr,Russia,3524,2016/06/24
wxhtxdy,China,3240,2016/06/24
jcvb,China,3150,2016/06/24
rng_58,Japan,3102,2016/06/24
dotorya,South Korea,3006,2016/06/24
ainta,South Korea,2984,2016/06/24
Merkurev,Russia,2953,2016/06/24
TankEngineer,China,2934,2016/06/24
RAVEman,Ukraine,2926,2016/06/24
tourist,Belarus,3525,2016/06/30
Petr,Russia,3524,2016/06/30
wxhtxdy,China,3365,2016/06/30
jcvb,China,3129,2016/06/30
rng_58,Japan,3102,2016/06/30
ainta,South Korea,3015,2016/06/30
dotorya,South Korea,3006,2016/06/30
Egor,Germany,2975,2016/06/30
Merkurev,Russia,2953,2016/06/30
TankEngineer,China,2934,2016/06/30
tourist,Belarus,3580,2016/07/03
Petr,Russia,3524,2016/07/03
wxhtxdy,China,3365,2016/07/03
jcvb,China,3129,2016/07/03
rng_58,Japan,3102,2016/07/03
ainta,South Korea,3015,2016/07/03
Um_nik,Unknown,3010,2016/07/03
dotorya,South Korea,3006,2016/07/03
Egor,Germany,2975,2016/07/03
TankEngineer,China,2934,2016/07/03
tourist,Belarus,3580,2016/07/15
Petr,Russia,3524,2016/07/15
wxhtxdy,China,3441,2016/07/15
jcvb,China,3203,2016/07/15
rng_58,Japan,3102,2016/07/15
ainta,South Korea,3015,2016/07/15
dotorya,South Korea,3006,2016/07/15
matthew99,China,2986,2016/07/15
Egor,Germany,2975,2016/07/15
TankEngineer,China,2934,2016/07/15
Petr,Russia,3597,2016/07/19
tourist,Belarus,3580,2016/07/19
wxhtxdy,China,3416,2016/07/19
Egor,Germany,3103,2016/07/19
rng_58,Japan,3102,2016/07/19
jcvb,China,2999,2016/07/19
matthew99,China,2986,2016/07/19
TankEngineer,China,2934,2016/07/19
Endagorion,Russia,2930,2016/07/19
RAVEman,Ukraine,2926,2016/07/19
tourist,Belarus,3580,2016/07/23
Petr,Russia,3481,2016/07/23
wxhtxdy,China,3416,2016/07/23
rng_58,Japan,3102,2016/07/23
ainta,South Korea,3048,2016/07/23
jcvb,China,2999,2016/07/23
matthew99,China,2986,2016/07/23
Egor,Germany,2953,2016/07/23
TankEngineer,China,2934,2016/07/23
Endagorion,Russia,2930,2016/07/23
tourist,Belarus,3580,2016/08/08
Petr,Russia,3481,2016/08/08
wxhtxdy,China,3416,2016/08/08
rng_58,Japan,3102,2016/08/08
ainta,South Korea,3048,2016/08/08
jcvb,China,2999,2016/08/08
dotorya,South Korea,2970,2016/08/08
Egor,Germany,2953,2016/08/08
TankEngineer,China,2934,2016/08/08
Endagorion,Russia,2930,2016/08/08
tourist,Belarus,3580,2016/08/25
Petr,Russia,3481,2016/08/25
wxhtxdy,China,3317,2016/08/25
rng_58,Japan,3102,2016/08/25
ainta,South Korea,3048,2016/08/25
dotorya,South Korea,3046,2016/08/25
PavelKunyavskiy,Russia,3007,2016/08/25
jcvb,China,2999,2016/08/25
RomaWhite,Ukraine,2982,2016/08/25
matthew99,China,2978,2016/08/25
tourist,Belarus,3580,2016/09/14
Petr,Russia,3481,2016/09/14
wxhtxdy,China,3183,2016/09/14
rng_58,Japan,3102,2016/09/14
ainta,South Korea,3048,2016/09/14
dotorya,South Korea,3046,2016/09/14
Um_nik,Unknown,3035,2016/09/14
Endagorion,Russia,3031,2016/09/14
PavelKunyavskiy,Russia,3007,2016/09/14
jcvb,China,2999,2016/09/14
tourist,Belarus,3580,2016/09/17
Petr,Russia,3481,2016/09/17
wxhtxdy,China,3285,2016/09/17
rng_58,Japan,3102,2016/09/17
dotorya,South Korea,3050,2016/09/17
Endagorion,Russia,3031,2016/09/17
PavelKunyavskiy,Russia,3007,2016/09/17
matthew99,China,3001,2016/09/17
jcvb,China,2999,2016/09/17
RomaWhite,Ukraine,2982,2016/09/17
tourist,Belarus,3580,2016/10/02
Petr,Russia,3481,2016/10/02
wxhtxdy,China,3285,2016/10/02
rng_58,Japan,3102,2016/10/02
dotorya,South Korea,3094,2016/10/02
Um_nik,Unknown,3047,2016/10/02
PavelKunyavskiy,Russia,3007,2016/10/02
matthew99,China,3001,2016/10/02
jcvb,China,2999,2016/10/02
RomaWhite,Ukraine,2982,2016/10/02
tourist,Belarus,3580,2016/10/08
Petr,Russia,3481,2016/10/08
wxhtxdy,China,3367,2016/10/08
rng_58,Japan,3102,2016/10/08
matthew99,China,3100,2016/10/08
dotorya,South Korea,3094,2016/10/08
Um_nik,Unknown,3024,2016/10/08
PavelKunyavskiy,Russia,3007,2016/10/08
jcvb,China,2999,2016/10/08
RomaWhite,Ukraine,2985,2016/10/08
tourist,Belarus,3580,2016/10/23
Petr,Russia,3481,2016/10/23
wxhtxdy,China,3211,2016/10/23
matthew99,China,3100,2016/10/23
dotorya,South Korea,3094,2016/10/23
abacabadabacaba,Russia,3030,2016/10/23
Endagorion,Russia,3020,2016/10/23
PavelKunyavskiy,Russia,3007,2016/10/23
Um_nik,Unknown,2999,2016/10/23
RomaWhite,Ukraine,2985,2016/10/23
tourist,Belarus,3580,2016/11/20
Petr,Russia,3481,2016/11/20
wxhtxdy,China,3211,2016/11/20
matthew99,China,3100,2016/11/20
abacabadabacaba,Russia,3030,2016/11/20
dotorya,South Korea,3022,2016/11/20
Endagorion,Russia,3020,2016/11/20
LHiC,Russia,3010,2016/11/20
PavelKunyavskiy,Russia,3007,2016/11/20
RomaWhite,Ukraine,3001,2016/11/20
tourist,Belarus,3580,2016/11/24
wxhtxdy,China,3333,2016/11/24
Petr,Russia,3277,2016/11/24
matthew99,China,3100,2016/11/24
LHiC,Russia,3067,2016/11/24
abacabadabacaba,Russia,3030,2016/11/24
dotorya,South Korea,3022,2016/11/24
PavelKunyavskiy,Russia,3007,2016/11/24
RomaWhite,Ukraine,3001,2016/11/24
Um_nik,Unknown,2998,2016/11/24
tourist,Belarus,3580,2016/11/28
Petr,Russia,3277,2016/11/28
wxhtxdy,China,3226,2016/11/28
matthew99,China,3100,2016/11/28
LHiC,Russia,3067,2016/11/28
abacabadabacaba,Russia,3030,2016/11/28
dotorya,South Korea,3022,2016/11/28
PavelKunyavskiy,Russia,3007,2016/11/28
jcvb,China,3004,2016/11/28
RomaWhite,Ukraine,3001,2016/11/28
tourist,Belarus,3580,2016/12/07
wxhtxdy,China,3320,2016/12/07
Petr,Russia,3277,2016/12/07
matthew99,China,3100,2016/12/07
LHiC,Russia,3067,2016/12/07
mnbvmar,Poland,3042,2016/12/07
abacabadabacaba,Russia,3030,2016/12/07
Um_nik,Unknown,3019,2016/12/07
PavelKunyavskiy,Russia,3007,2016/12/07
RomaWhite,Ukraine,3001,2016/12/07
tourist,Belarus,3638,2016/12/18
Petr,Russia,3335,2016/12/18
wxhtxdy,China,3267,2016/12/18
matthew99,China,3100,2016/12/18
PavelKunyavskiy,Russia,3097,2016/12/18
mnbvmar,Poland,3042,2016/12/18
LHiC,Russia,3032,2016/12/18
abacabadabacaba,Russia,3030,2016/12/18
RomaWhite,Ukraine,3001,2016/12/18
dotorya,South Korea,2975,2016/12/18
tourist,Belarus,3615,2016/12/31
Petr,Russia,3454,2016/12/31
wxhtxdy,China,3267,2016/12/31
mnbvmar,Poland,3122,2016/12/31
matthew99,China,3100,2016/12/31
PavelKunyavskiy,Russia,3097,2016/12/31
LHiC,Russia,3053,2016/12/31
rng_58,Japan,3030,2016/12/31
Endagorion,Russia,2966,2016/12/31
abacabadabacaba,Russia,2965,2016/12/31
tourist,Belarus,3670,2017/01/13
Petr,Russia,3454,2017/01/13
wxhtxdy,China,3171,2017/01/13
mnbvmar,Poland,3122,2017/01/13
matthew99,China,3100,2017/01/13
PavelKunyavskiy,Russia,3097,2017/01/13
LHiC,Russia,3084,2017/01/13
rng_58,Japan,3030,2017/01/13
Um_nik,Unknown,3000,2017/01/13
ainta,South Korea,2952,2017/01/13
tourist,Belarus,3739,2017/01/16
Petr,Russia,3400,2017/01/16
wxhtxdy,China,3282,2017/01/16
mnbvmar,Poland,3122,2017/01/16
matthew99,China,3100,2017/01/16
ainta,South Korea,3051,2017/01/16
rng_58,Japan,3030,2017/01/16
LHiC,Russia,2997,2017/01/16
V--o_o--V,Russia,2980,2017/01/16
Um_nik,Unknown,2957,2017/01/16
tourist,Belarus,3544,2017/01/23
Petr,Russia,3400,2017/01/23
wxhtxdy,China,3282,2017/01/23
V--o_o--V,Russia,3156,2017/01/23
mnbvmar,Poland,3122,2017/01/23
matthew99,China,3100,2017/01/23
LHiC,Russia,3066,2017/01/23
ainta,South Korea,3038,2017/01/23
rng_58,Japan,3030,2017/01/23
RomaWhite,Ukraine,2994,2017/01/23
tourist,Belarus,3544,2017/02/02
Petr,Russia,3400,2017/02/02
wxhtxdy,China,3379,2017/02/02
V--o_o--V,Russia,3232,2017/02/02
matthew99,China,3100,2017/02/02
mnbvmar,Poland,3066,2017/02/02
rng_58,Japan,3030,2017/02/02
LHiC,Russia,3010,2017/02/02
ainta,South Korea,2994,2017/02/02
RomaWhite,Ukraine,2994,2017/02/02
tourist,Belarus,3544,2017/02/14
Petr,Russia,3400,2017/02/14
wxhtxdy,China,3379,2017/02/14
V--o_o--V,Russia,3238,2017/02/14
matthew99,China,3100,2017/02/14
LHiC,Russia,3010,2017/02/14
mnbvmar,Poland,2999,2017/02/14
Um_nik,Unknown,2990,2017/02/14
RomaWhite,Ukraine,2988,2017/02/14
Merkurev,Russia,2971,2017/02/14
tourist,Belarus,3544,2017/02/21
Petr,Russia,3400,2017/02/21
wxhtxdy,China,3300,2017/02/21
V--o_o--V,Russia,3271,2017/02/21
matthew99,China,3100,2017/02/21
Merkurev,Russia,3055,2017/02/21
mnbvmar,Poland,3008,2017/02/21
RomaWhite,Ukraine,2988,2017/02/21
Endagorion,Russia,2972,2017/02/21
bmerry,South Africa,2940,2017/02/21
tourist,Belarus,3534,2017/02/24
Petr,Russia,3400,2017/02/24
wxhtxdy,China,3257,2017/02/24
ainta,South Korea,3118,2017/02/24
mnbvmar,Poland,3059,2017/02/24
Merkurev,Russia,3055,2017/02/24
V--o_o--V,Russia,3031,2017/02/24
matthew99,China,3014,2017/02/24
RomaWhite,Ukraine,2988,2017/02/24
LHiC,Russia,2978,2017/02/24
tourist,Belarus,3534,2017/02/26
Petr,Russia,3400,2017/02/26
wxhtxdy,China,3202,2017/02/26
ainta,South Korea,3174,2017/02/26
bmerry,South Africa,3089,2017/02/26
mnbvmar,Poland,3059,2017/02/26
Merkurev,Russia,3055,2017/02/26
V--o_o--V,Russia,3031,2017/02/26
RomaWhite,Ukraine,2988,2017/02/26
LHiC,Russia,2978,2017/02/26
tourist,Belarus,3534,2017/03/05
Petr,Russia,3266,2017/03/05
wxhtxdy,China,3242,2017/03/05
V--o_o--V,Russia,3192,2017/03/05
ainta,South Korea,3174,2017/03/05
mnbvmar,Poland,3081,2017/03/05
Merkurev,Russia,3055,2017/03/05
LHiC,Russia,3012,2017/03/05
RomaWhite,Ukraine,3012,2017/03/05
I_love_Tanya_Romanova,Ukraine,2993,2017/03/05
tourist,Belarus,3534,2017/03/19
V--o_o--V,Russia,3206,2017/03/19
ainta,South Korea,3174,2017/03/19
wxhtxdy,China,3157,2017/03/19
Petr,Russia,3135,2017/03/19
Merkurev,Russia,3055,2017/03/19
mnbvmar,Poland,3026,2017/03/19
LHiC,Russia,3026,2017/03/19
RomaWhite,Ukraine,3007,2017/03/19
I_love_Tanya_Romanova,Ukraine,3000,2017/03/19
tourist,Belarus,3534,2017/03/24
wxhtxdy,China,3272,2017/03/24
ainta,South Korea,3174,2017/03/24
Petr,Russia,3135,2017/03/24
LHiC,Russia,3100,2017/03/24
Merkurev,Russia,3055,2017/03/24
V--o_o--V,Russia,3050,2017/03/24
mnbvmar,Poland,3026,2017/03/24
RomaWhite,Ukraine,3007,2017/03/24
bmerry,South Africa,2989,2017/03/24
tourist,Belarus,3534,2017/03/30
wxhtxdy,China,3286,2017/03/30
ainta,South Korea,3174,2017/03/30
Petr,Russia,3135,2017/03/30
Um_nik,Unknown,3086,2017/03/30
LHiC,Russia,3060,2017/03/30
Merkurev,Russia,3055,2017/03/30
RomaWhite,Ukraine,3007,2017/03/30
bmerry,South Africa,2989,2017/03/30
dotorya,South Korea,2956,2017/03/30
tourist,Belarus,3534,2017/04/17
wxhtxdy,China,3307,2017/04/17
ainta,South Korea,3174,2017/04/17
LHiC,Russia,3155,2017/04/17
Petr,Russia,3135,2017/04/17
Um_nik,Unknown,3098,2017/04/17
Merkurev,Russia,3055,2017/04/17
RomaWhite,Ukraine,3007,2017/04/17
bmerry,South Africa,2989,2017/04/17
jcvb,China,2984,2017/04/17
tourist,Belarus,3534,2017/04/24
LHiC,Russia,3279,2017/04/24
wxhtxdy,China,3196,2017/04/24
ainta,South Korea,3174,2017/04/24
Petr,Russia,3135,2017/04/24
Um_nik,Unknown,3098,2017/04/24
Merkurev,Russia,3055,2017/04/24
I_love_Tanya_Romanova,Ukraine,3037,2017/04/24
Radewoosh,Poland,3017,2017/04/24
RomaWhite,Ukraine,3007,2017/04/24
tourist,Belarus,3534,2017/05/05
LHiC,Russia,3237,2017/05/05
ainta,South Korea,3174,2017/05/05
wxhtxdy,China,3149,2017/05/05
Petr,Russia,3135,2017/05/05
Um_nik,Unknown,3098,2017/05/05
Merkurev,Russia,3055,2017/05/05
I_love_Tanya_Romanova,Ukraine,3037,2017/05/05
Radewoosh,Poland,3017,2017/05/05
RomaWhite,Ukraine,3007,2017/05/05
tourist,Belarus,3534,2017/05/08
Petr,Russia,3257,2017/05/08
LHiC,Russia,3246,2017/05/08
ainta,South Korea,3174,2017/05/08
Um_nik,Unknown,3096,2017/05/08
wxhtxdy,China,3085,2017/05/08
RomaWhite,Ukraine,3053,2017/05/08
qwerty787788,Ukraine,2993,2017/05/08
bmerry,South Africa,2989,2017/05/08
I_love_Tanya_Romanova,Ukraine,2987,2017/05/08
tourist,Belarus,3602,2017/05/12
LHiC,Russia,3316,2017/05/12
Petr,Russia,3257,2017/05/12
ainta,South Korea,3174,2017/05/12
Um_nik,Unknown,3096,2017/05/12
wxhtxdy,China,3085,2017/05/12
RomaWhite,Ukraine,3053,2017/05/12
I_love_Tanya_Romanova,Ukraine,3031,2017/05/12
bmerry,South Africa,2989,2017/05/12
al13n,United States,2965,2017/05/12
tourist,Belarus,3602,2017/05/13
LHiC,Russia,3355,2017/05/13
Petr,Russia,3265,2017/05/13
ainta,South Korea,3174,2017/05/13
Um_nik,Unknown,3165,2017/05/13
RomaWhite,Ukraine,3053,2017/05/13
wxhtxdy,China,3051,2017/05/13
I_love_Tanya_Romanova,Ukraine,3031,2017/05/13
bmerry,South Africa,2989,2017/05/13
al13n,United States,2965,2017/05/13
tourist,Belarus,3602,2017/05/21
Petr,Russia,3265,2017/05/21
ainta,South Korea,3174,2017/05/21
LHiC,Russia,3163,2017/05/21
Um_nik,Unknown,3159,2017/05/21
RomaWhite,Ukraine,3053,2017/05/21
wxhtxdy,China,3051,2017/05/21
I_love_Tanya_Romanova,Ukraine,3031,2017/05/21
Radewoosh,Poland,3015,2017/05/21
V--o_o--V,Russia,2995,2017/05/21
tourist,Belarus,3602,2017/06/18
Petr,Russia,3265,2017/06/18
Um_nik,Unknown,3183,2017/06/18
ainta,South Korea,3174,2017/06/18
Radewoosh,Poland,3163,2017/06/18
LHiC,Russia,3139,2017/06/18
RomaWhite,Ukraine,3053,2017/06/18
wxhtxdy,China,3051,2017/06/18
I_love_Tanya_Romanova,Ukraine,3031,2017/06/18
mnbvmar,Poland,2989,2017/06/18
tourist,Belarus,3602,2017/07/09
Petr,Russia,3265,2017/07/09
Um_nik,Unknown,3183,2017/07/09
ainta,South Korea,3174,2017/07/09
Radewoosh,Poland,3163,2017/07/09
LHiC,Russia,3149,2017/07/09
wxhtxdy,China,3051,2017/07/09
I_love_Tanya_Romanova,Ukraine,3045,2017/07/09
RomaWhite,Ukraine,3001,2017/07/09
mnbvmar,Poland,2989,2017/07/09
tourist,Belarus,3602,2017/07/12
Petr,Russia,3265,2017/07/12
Radewoosh,Poland,3187,2017/07/12
Um_nik,Unknown,3165,2017/07/12
wxhtxdy,China,3152,2017/07/12
LHiC,Russia,3149,2017/07/12
ainta,South Korea,3048,2017/07/12
I_love_Tanya_Romanova,Ukraine,3045,2017/07/12
RomaWhite,Ukraine,3001,2017/07/12
Merkurev,Russia,2993,2017/07/12
tourist,Belarus,3602,2017/07/14
Petr,Russia,3294,2017/07/14
wxhtxdy,China,3240,2017/07/14
LHiC,Russia,3149,2017/07/14
Um_nik,Unknown,3148,2017/07/14
Radewoosh,Poland,3094,2017/07/14
I_love_Tanya_Romanova,Ukraine,3045,2017/07/14
RomaWhite,Ukraine,3001,2017/07/14
Merkurev,Russia,2994,2017/07/14
mnbvmar,Poland,2989,2017/07/14
tourist,Belarus,3602,2017/07/31
Radewoosh,Poland,3246,2017/07/31
LHiC,Russia,3236,2017/07/31
Petr,Russia,3146,2017/07/31
wxhtxdy,China,3122,2017/07/31
Um_nik,Unknown,3105,2017/07/31
I_love_Tanya_Romanova,Ukraine,3045,2017/07/31
RomaWhite,Ukraine,3001,2017/07/31
Merkurev,Russia,2994,2017/07/31
mnbvmar,Poland,2989,2017/07/31
tourist,Belarus,3602,2017/08/19
LHiC,Russia,3287,2017/08/19
Radewoosh,Poland,3266,2017/08/19
wxhtxdy,China,3122,2017/08/19
Um_nik,Unknown,3105,2017/08/19
I_love_Tanya_Romanova,Ukraine,3063,2017/08/19
Petr,Russia,3048,2017/08/19
RomaWhite,Ukraine,3001,2017/08/19
Merkurev,Russia,2994,2017/08/19
mnbvmar,Poland,2989,2017/08/19
tourist,Belarus,3488,2017/08/25
LHiC,Russia,3238,2017/08/25
Um_nik,Unknown,3153,2017/08/25
wxhtxdy,China,3152,2017/08/25
Radewoosh,Poland,3148,2017/08/25
yosupo,Japan,3113,2017/08/25
I_love_Tanya_Romanova,Ukraine,3063,2017/08/25
Petr,Russia,3048,2017/08/25
mnbvmar,Poland,2989,2017/08/25
SpyCheese,Russia,2961,2017/08/25
tourist,Belarus,3488,2017/09/01
LHiC,Russia,3238,2017/09/01
Radewoosh,Poland,3148,2017/09/01
wxhtxdy,China,3146,2017/09/01
I_love_Tanya_Romanova,Ukraine,3063,2017/09/01
Petr,Russia,3048,2017/09/01
Um_nik,Unknown,2992,2017/09/01
mnbvmar,Poland,2989,2017/09/01
SpyCheese,Russia,2961,2017/09/01
ko_osaga,South Korea,2938,2017/09/01
tourist,Belarus,3488,2017/09/05
LHiC,Russia,3238,2017/09/05
wxhtxdy,China,3146,2017/09/05
I_love_Tanya_Romanova,Ukraine,3063,2017/09/05
Radewoosh,Poland,3053,2017/09/05
Petr,Russia,3048,2017/09/05
Um_nik,Unknown,3032,2017/09/05
mnbvmar,Poland,3018,2017/09/05
SpyCheese,Russia,2961,2017/09/05
ko_osaga,South Korea,2938,2017/09/05
tourist,Belarus,3488,2017/09/06
LHiC,Russia,3238,2017/09/06
Um_nik,Unknown,3157,2017/09/06
wxhtxdy,China,3146,2017/09/06
I_love_Tanya_Romanova,Ukraine,3063,2017/09/06
Petr,Russia,3048,2017/09/06
mnbvmar,Poland,3018,2017/09/06
SpyCheese,Russia,2961,2017/09/06
ko_osaga,South Korea,2938,2017/09/06
TankEngineer,China,2934,2017/09/06
tourist,Belarus,3438,2017/09/17
wxhtxdy,China,3288,2017/09/17
LHiC,Russia,3196,2017/09/17
Petr,Russia,3163,2017/09/17
Um_nik,Unknown,3150,2017/09/17
mnbvmar,Poland,3018,2017/09/17
SpyCheese,Russia,2973,2017/09/17
I_love_Tanya_Romanova,Ukraine,2965,2017/09/17
dotorya,South Korea,2952,2017/09/17
scott_wu,United States,2940,2017/09/17
tourist,Belarus,3411,2017/09/25
wxhtxdy,China,3333,2017/09/25
LHiC,Russia,3199,2017/09/25
Petr,Russia,3163,2017/09/25
Um_nik,Unknown,3070,2017/09/25
mnbvmar,Poland,3018,2017/09/25
SpyCheese,Russia,3001,2017/09/25
dotorya,South Korea,2952,2017/09/25
scott_wu,United States,2940,2017/09/25
ko_osaga,South Korea,2938,2017/09/25
tourist,Belarus,3496,2017/10/01
wxhtxdy,China,3291,2017/10/01
Petr,Russia,3248,2017/10/01
LHiC,Russia,3113,2017/10/01
Um_nik,Unknown,3049,2017/10/01
mnbvmar,Poland,3018,2017/10/01
scott_wu,United States,3014,2017/10/01
SpyCheese,Russia,3001,2017/10/01
dotorya,South Korea,2952,2017/10/01
ko_osaga,South Korea,2938,2017/10/01
tourist,Belarus,3496,2017/10/05
wxhtxdy,China,3318,2017/10/05
